id,Ad date,Address,Air conditioning,Balcony,Bathrooms,Unnamed: 6,Condition,Floor,Floor area,Furniture,Garage,Garden,Heating,Kitchen,Lift,Monthly charges,Price,Property type,Ref.,Rental income,Rooms,Terrace,Total floors,Zone
a1a0a8ea56324a04a85af5f36a8fd6b3,29/07/2019,"Via Gaspare Gorresio, 11,  Torino",,Yes,1,,to be refurbished,raised floor,82m²,Unfurnished,no,Nothing,Communal,Small kitchen,Yes,,59,whole estate,40098664,,3,,6.0,"Le Vallette, Lucento, Madonna di Campagna"
fecf91ea14d9420db9041b0b962a1c8a,25/07/2019,"Piazza Francesco Borromini 76, Torino",,Yes,2,,excellent/refurbished,3,95m²,Unfurnished,,Nothing,Communal,Livable,Yes,125 € mensili,300,whole estate,Borromini76,,4,,3.0,"Madonna del Pilone, Sassi"
9f7a54c2a0e247c5ad1476eaea386be1,18/03/2019,"Via Luigi Salvatore Cherubini,  Torino",,Yes,,,buono / abitabile,6,25m²,,1 car,,Communal,Livable,Yes,39 € mensili,29,,21672626,,1,,8.0,
e8ce89a0d1e54983b58cc2d56b7869d4,24/07/2019,"Via San Donato,  Torino",,Yes,1,,to be refurbished,last floor,50m²,Unfurnished,no,Nothing,None,Kitchenette,,,75,whole estate,,,3,,4.0,"Campidoglio, San Donato, Cit Turin"
a8df0de4b01d4fac8ef7d57a5453db5a,17/07/2019,"strada De Valle,  Torino",,,1,,buono / abitabile,Ground floor,90m²,Unfurnished,parking space,Owner,Communal,Livable,,100 € mensili,165,whole estate,-2560422,,3,Yes,2.0,
6e1eb2d463694808a198f8582503b5a0,21/05/2019,"Via delle Primule 67, Torino",,Yes,2,,buono / abitabile,5,125m²,,parking space,Shared,Autonomous,Livable,Yes,160 € mensili,169,whole estate,,,5,Yes,5.0,"Le Vallette, Lucento, Madonna di Campagna"
324f0e4c146b4f78a6e22d9f86a545e9,31/07/2019,"Via Don Giovanni Bosco 28, Torino",,Yes,1,,buono / abitabile,3,38m²,Unfurnished,no,Nothing,Autonomous,Kitchenette,,,36,whole estate,,,2,,3.0,
7be1a96f10af4c66a0d8df4dc2bd7890,3/5/2019,"Via Villarbasse,  Torino",,Yes,1,,buono / abitabile,2,67m²,Unfurnished,no,Nothing,Autonomous,A vista,Yes,,120,whole estate,TO120,,2,,4.0,"Borgo San Paolo, Cenisia"
c4fdbd6d94704304a43e9dc13409f02a,2/8/2019,"Via Sagra di San Michele 3, Torino",,Yes,2,,,4,70m²,Unfurnished,no,Nothing,Communal,Livable,,55 € mensili,58,whole estate,3PSFN,,3,,4.0,"Pozzo Strada, Parella"
80037e9706e342c4904c2101f5418b60,10/8/2019,"via Saluzzo,  Torino",,Yes,2,,excellent/refurbished,,144m²,,1 car,,Autonomous,Kitchenette,Yes,340 € mensili,590,whole estate,9065,,5,Yes,4.0,San Salvario
25ac978a16be42a99c75809f83962646,28/03/2019,"Via Angrogna,  Torino",,Yes,3,,excellent/refurbished,3,191m²,Unfurnished,,Shared,Autonomous,Livable,Yes,,370,whole estate,2,,5,Yes,4.0,"Pozzo Strada, Parella"
cf6e9f84ad9b47a699d935198a61033a,29/03/2019,"Corso Dante 68, Torino",,Yes,1,,buono / abitabile,2,82m²,Unfurnished,,,Communal,Livable,Yes,60 € mensili,185,whole estate,,,3,,5.0,
c80bec4f2f754001a8342a710ca75110,7/6/2019,"corso casale,  Torino",,Yes,2,,buono / abitabile,last floor,95m²,Partly Furnished,no,Owner,Autonomous,Livable,,,228,,-2354262,,4,Yes,2.0,
67808600ef20464b996f315fb2aa52e4,29/05/2019,"Corso Francia 300, Torino",,Yes,2,,excellent/refurbished,1,109m²,Unfurnished,no,Shared,Communal,Livable,Yes,140 € mensili,185,whole estate,,,4,Yes,10.0,"Pozzo Strada, Parella"
4cf96f33f14647689ad5cd1730e57d67,4/6/2019,Torino,,Yes,1,,buono / abitabile,5,50m²,Furnished,no,Nothing,Communal,Livable,,60 € mensili,53,whole estate,32351059-57,,2,,5.0,"Pozzo Strada, Parella"
d9c88b22f7524de4a531b0dc9a2f9317,3/6/2019,"via Onorato Vigliani 11,  Torino",,Yes,1,,buono / abitabile,9,45m²,,,,Communal,Livable,Yes,60 € mensili,79,,Traiano b 11 (2492773),,2,,14.0,
d773da622d43460f861fe820723fab7a,30/04/2019,"Via Pio VII 146, Torino",Yes,Yes,1,,excellent/refurbished,7,90m²,,no,,Communal,,Yes,,156,whole estate,,,3,,7.0,Mirafiori Sud
4a1197452ec84adf9bf76fdd5d716caa,10/8/2019,"corso Traiano, 142,  Torino",,Yes,1,,buono / abitabile,4,55m²,,no,,Communal,,,,69,whole estate,5729,,2,,4.0,Mirafiori Sud
e98ef8619cb44e8b93c7fa44ef95aa33,2/8/2019,"via GUBBIO,  Torino",,,2,,excellent/refurbished,last floor,187m²,,,,Communal,Livable,Yes,,285,,-2459697,,>5,Yes,6.0,
eed5c848f0a247f98262cdf9fbf63fe6,13/06/2019,"Via Cernaia 3, Torino",,Yes,2,,buono / abitabile,2,198m²,Partly Furnished,no,Nothing,Autonomous,Livable,Yes,180 € mensili,780,whole estate,Cernaia 3,,>5,,5.0,
efb5dc1ea003480b9db20089b970b382,2/7/2019,"via Roveda,  Torino",,Yes,1,,buono / abitabile,6,100m²,Unfurnished,1 car,Shared,Communal,Livable,Yes,1.000 € mensili,69,whole estate,49 (2324431),,5,,7.0,
51269eedf886411ab7cb48f02b6ca5a5,10/8/2019,"Via Benvenuto Cellini, 2,  Torino",,,,,,,134m²,,,,,,,108 € mensili,377,whole estate,19347,,3,,,
eedc175f6f984e5ba3682584b250631f,12/7/2019,"Via Chatillon 5, Torino",,,1,,,,146m²,,,,,Small kitchen,,,20.25,whole estate,,,3,,,"Aurora, Barriera di Milano, Rebaudengo"
0be3093764aa42c9a7878cdb877e42fe,2/8/2019,"via stelvio 80 bis,  Torino",,,1,,excellent/refurbished,Ground floor,71m²,Partly Furnished,no,Owner,Autonomous,Livable,,45 € mensili,145,whole estate,lof190 (2251987),,3,,1.0,"Pozzo Strada, Parella"
50730d93b29c4dc6864d362f6908c9eb,1/7/2019,"Via Parenzo 122, Torino",,Yes,1,,excellent/refurbished,3,50m²,Furnished,no,Shared,Communal,Kitchenette,,58 € mensili,39,,Par122,Yes,3,,3.0,"Le Vallette, Lucento, Madonna di Campagna"
e2556940519e42fbb7ec3db63d23add7,10/8/2019,"Corso Casale,  Torino",,,1,,buono / abitabile,1,70m²,,no,,Autonomous,Kitchenette,,50 € mensili,125,whole estate,8631,,2,Yes,2.0,"Madonna del Pilone, Sassi"
6916fd5813864626af30685ce9e24f50,19/07/2019,"Corso Francia 249, Torino",,Yes,1,,buono / abitabile,4,70m²,,no,Nothing,Communal,Livable,Yes,50 € mensili,145,whole estate,FRA249,,3,,8.0,"Pozzo Strada, Parella"
385cdb3fd88d4c4fbad61c9c8341b0ca,20/12/2018,"Via Cortemilia,  Torino",,Yes,1,,excellent/refurbished,3,65m²,Unfurnished,no,Nothing,Communal,Livable,Yes,695 € mensili,145,whole estate,862,,3,,6.0,"Lingotto, Nizza Millefonti"
1924e66b6b3e4bd79f38369cf9670351,2/8/2019,"Corso Filippo Turati 70, Torino",,Yes,2,,buono / abitabile,9,139m²,,no,Nothing,Communal,Livable,Yes,,360,whole estate,corso turati 70,,>5,,10.0,"Santa Rita, Mirafiori Nord"
0590ac4d149544f3a805d1d0a903393d,29/07/2019,"Corso Orbassano 242, Torino",,Yes,1,,excellent/refurbished,4,75m²,Unfurnished,no,Nothing,Communal,Livable,,,78,whole estate,,,3,,5.0,"Santa Rita, Mirafiori Nord"
0df96e3688bb487792fe4d1c6e8021e9,15/07/2019,"Via Artisti 31, Torino",,Yes,2,,excellent/refurbished,3,100m²,,1 car,,Communal,Livable,Yes,74 € mensili,328,,dan,Yes,4,,5.0,"Regio Parco, Vanchiglia, Vanchiglietta"
0a723a0cffa543f1942dc83d96122639,21/06/2019,"via borgaro,  Torino",,Yes,1,,excellent/refurbished,3,85m²,,,,Autonomous,Livable,,88 € mensili,89,whole estate,40161989,,3,,5.0,
39c16075139442ee8f2dfc9bf9584397,23/06/2017,"CORSO VITTORIO,  Torino",,Yes,3,,excellent/refurbished,2,350m²,,no,,Communal,Livable,Yes,,1.200.000,whole estate,V000030.6573,,>5,,4.0,"Crocetta, San Secondo"
0ba24e385eab49dab7864217a93a2ee1,2/4/2019,"Corso COSENZA, 26,  Torino",,Yes,1,,excellent/refurbished,3,86m²,Unfurnished,no,Nothing,Communal,A vista,Yes,52 € mensili,139,whole estate,cosenza 26VRG,,3,,9.0,"Santa Rita, Mirafiori Nord"
945610a523a442deb2e6b2b74802e61c,26/07/2019,Torino,,Yes,1,,buono / abitabile,1,60m²,Unfurnished,no,Nothing,Autonomous,Livable,Yes,60 € mensili,48.75,whole estate,A001,,2,,5.0,"Pozzo Strada, Parella"
b748439b348b48e7b5af67d0b16ce949,10/8/2019,"Via Alfieri, 24,  Torino",,,1,,excellent/refurbished,1,62m²,,parking space,Shared,Communal,Kitchenette,Yes,180 € mensili,310,whole estate,573,,2,,4.0,
2e11144840bc4ababc842f632459fb36,3/1/2019,Torino,,Yes,1,,excellent/refurbished,4,80m²,Unfurnished,no,Nothing,Communal,Small kitchen,Yes,100 € mensili,149,whole estate,B152,,3,,6.0,"Lingotto, Nizza Millefonti"
06cea0b4aa57400db8e24b53b4798772,20/02/2019,"Lungo Dora Pietro Colletta 113/14, Torino",,Yes,1,,to be refurbished,1,120m²,Unfurnished,no,Nothing,Autonomous,Kitchenette,,,119,whole estate,,,4,,1.0,"Regio Parco, Vanchiglia, Vanchiglietta"
0c3f84589cb942ac9db5495df8a1cee7,24/07/2019,"Via Monte Rosa 95, Torino",,Yes,1,,to be refurbished,2,70m²,Unfurnished,,Nothing,Communal,Livable,,60 € mensili,44,whole estate,Mo49,,3,,5.0,"Aurora, Barriera di Milano, Rebaudengo"
85ba8ceb63d94025ad9c38e536f7f951,24/07/2019,"Via Carlo del Prete 57, Torino",,Yes,1,,buono / abitabile,2,60m²,Unfurnished,no,Shared,Autonomous,Kitchenette,,20 € mensili,56,whole estate,121,,2,,4.0,"Santa Rita, Mirafiori Nord"
6c88e8193bad42259b86c189e2d1254a,26/07/2019,"Corso Francia 161, Torino",,Yes,1,,buono / abitabile,4,76m²,Unfurnished,no,Nothing,Communal,Livable,Yes,80 € mensili,152,whole estate,233,,3,,5.0,"Pozzo Strada, Parella"
f937bf9312f24d61a15ff75ba2eb4f48,3/7/2019,"via Front 3,  Torino",,,1,,excellent/refurbished,Ground floor,95m²,Unfurnished,no,Owner,Autonomous,A vista,,1 € mensili,189,whole estate,Residenza Mirafiori Cod. A1 (2553670),,3,,2.0,
9b09160927b24ddb82edf6aa5d765bdb,17/06/2019,"via lemie,  Torino",,Yes,1,,buono / abitabile,1,85m²,Unfurnished,,,Communal,Livable,,67 € mensili,79,whole estate,40065845,,3,,4.0,
9966a01f6b584405b62071d24670fc9b,2/8/2019,"corso grosseto,  Torino",,Yes,2,,buono / abitabile,,130m²,,1 car,Owner,Communal,Livable,,,98,,432_CE (2553710),,5,Yes,,
90a62d20747647f6a39043b4c45d357b,11/3/2019,"Corso Giulio Cesare 271, Torino",,Yes,1,,buono / abitabile,5,115m²,Unfurnished,no,Nothing,Communal,Livable,Yes,,105,whole estate,40137632,,5,,9.0,"Aurora, Barriera di Milano, Rebaudengo"
7a5fa3f882554255a10bd670fa6f5249,10/7/2019,"strada SAN MAURO 172 bis,  Torino",,Yes,1,,excellent/refurbished,3,88m²,Unfurnished,no,Nothing,Communal,Livable,,55 € mensili,103,whole estate,-2553103,,3,,4.0,
d93d956bf1734b60aa82ae95deae9d87,5/8/2019,"via Gorizia,  Torino",,Yes,1,,to be refurbished,2,91m²,,,Nothing,Communal,Kitchenette,,50 € mensili,129,whole estate,1348V (2560130),,3,,6.0,
70effd7c1d7048558669428feb2f8214,24/09/2018,"Corso Alessandro Tassoni 79, Torino",,Yes,2,,excellent/refurbished,7,140m²,,1 car,Shared,Communal,Livable,Yes,80 € mensili,275,whole estate,Tassoni 79 int. 3,,4,,9.0,"Campidoglio, San Donato, Cit Turin"
269850d204e44c8f9ca2ff7b6a87172b,26/07/2019,"strada Del Bramafame 42/7,  Torino",,Yes,2,,excellent/refurbished,multi-level,300m²,Partly Furnished,2+ cars,Owner,Autonomous,Livable,,60 € mensili,320,whole estate,UniCredit subito casa (1970135),,>5,Yes,2.0,
c98a71a655f94114a940fdfd927ff78b,31/07/2019,"Via Salvatore Cognetti De Martiis 40, Torino",,,,,to be refurbished,Ground floor,185m²,,,,,,,,95,,2793,Yes,1,,1.0,"Le Vallette, Lucento, Madonna di Campagna"
fd8775a7535440678619177d60f4c884,14/02/2019,"Via Pietro Frattini 12, Torino",,Yes,1,,excellent/refurbished,last floor,90m²,Unfurnished,no,Nothing,Communal,Small kitchen,,85 € mensili,110,whole estate,,,4,,4.0,"Santa Rita, Mirafiori Nord"
831705d9579244289125d742be523e3c,24/07/2019,"Corso Sebastopoli 267, Torino",Yes,Yes,2,,excellent/refurbished,2,115m²,,no,Shared,Communal,Livable,Yes,120 € mensili,230,whole estate,,,5,,,"Santa Rita, Mirafiori Nord"
9c870f531f92465bb99649c7b26ee5cf,22/07/2019,"piazza Francesco Crispi,  Torino",,Yes,1,,excellent/refurbished,5,30m²,Furnished,no,Nothing,Communal,Kitchenette,,25 € mensili,26,whole estate,Eco Immobiliare (776173),,1,,5.0,
36f2198691fa44a8b22a243fd42e2e65,17/07/2019,"Via Rivallta,  Torino",,Yes,1,,nuovo / in costruzione,last floor,95m²,,no,,,Kitchenette,Yes,,270,whole estate,Ref. 1686866.784,,3,,5.0,"Borgo San Paolo, Cenisia"
71a8ac097fcb4275890722fcfab3c8ee,2/8/2019,"Via Madama Cristina 18, Torino",,Yes,1,,excellent/refurbished,2,105m²,Unfurnished,no,Nothing,Communal,Kitchenette,,75 € mensili,320,whole estate,,,3,,4.0,San Salvario
ec309fe814974b3c867694ea6f5b1720,19/07/2019,"via Asinari di Bernezzo 127,  Torino",Yes,Yes,2,,nuovo / in costruzione,2,89m²,Unfurnished,1 car,Shared,Communal,Livable,Yes,,198,whole estate,alloggio 4B (2274908),,3,Yes,8.0,
5f9195f308324af2a705c9aaeb0e2a1b,29/03/2019,"via pisacane,  Torino",,Yes,1,,buono / abitabile,2,60m²,Unfurnished,,Nothing,Communal,Kitchenette,,,75,whole estate,40151649,,2,,5.0,Mirafiori Sud
d87bd713c82249e5b928995a33b1dbeb,4/8/2019,"VIA SAN TOMMASO,  Torino",,Yes,1,,nuovo / in costruzione,6,92m²,,,,Communal,,Yes,70 € mensili,388,whole estate,190707_id_6073,,4,,7.0,
bb76e0b567324046a69ef9c37605c17b,8/8/2019,"via capelli,  Torino",,Yes,1,,to be refurbished,raised floor,75m²,Unfurnished,no,Nothing,Communal,Small kitchen,Yes,56 € mensili,100,whole estate,40152491,,3,,5.0,"Pozzo Strada, Parella"
30d3ef9878c24c3f8ba006c7d411ccc4,22/05/2018,"Via Onorato Vigliani,  Torino",,Yes,1,,buono / abitabile,2,63m²,,no,Nothing,Communal,Livable,Yes,,62,whole estate,MONVIGLIANI,,2,,7.0,Mirafiori Sud
a89336291d6247ffa712a43dfe90f895,19/07/2019,"Via Baltea 30BIS, Torino",,Yes,1,,,,66m²,,,,,Small kitchen,,,36.81,whole estate,,,3,,,"Aurora, Barriera di Milano, Rebaudengo"
9ceea13531cb4d78aeb74101792d06d7,6/8/2019,"Via Cesare Battisti,  Torino",,Yes,1,,buono / abitabile,4,75m²,Unfurnished,no,Nothing,Autonomous,Small kitchen,Yes,135 € mensili,298,whole estate,22/19,,3,,5.0,
5a2b0e2eb2b54bf9ac2af8d02422a84a,17/11/2018,"via tepice,  Torino",,Yes,1,,buono / abitabile,1,120m²,Unfurnished,2+ cars,Shared,Communal,Small kitchen,Yes,1.000 € mensili,329,whole estate,A5001 (2170121),,5,Yes,9.0,"Lingotto, Nizza Millefonti"
d96017a22c8c4d76a1422765813e9f97,14/06/2019,"Corso Moncalieri 249, Torino",,,>3,,nuovo / in costruzione,,180m²,Unfurnished,2+ cars,Owner,Communal,Livable,,,Prezzosurichiesta,whole estate,,,>5,Yes,2.0,"Cavoretto, Gran Madre"
9de2c4c07b124fd7ab6391f50f0a67ae,17/07/2019,"via Lagrange 7,  Torino",,Yes,2,,buono / abitabile,multi-level,109m²,Unfurnished,no,,Communal,Kitchenette,Yes,,550,whole estate,AM10 (2560720),,3,,3.0,
1c9aa75135a9437e90115dc93bd6fb8f,30/03/2019,Torino,,Yes,1,,,,65m²,Furnished,no,Nothing,Communal,Kitchenette,,80 € mensili,86,whole estate,,,2,,,"Santa Rita, Mirafiori Nord"
e08b719872f84eb586a4827896e89b4a,30/05/2019,"via plava,  Torino",,Yes,2,,buono / abitabile,3,100m²,Unfurnished,1 car,Shared,Autonomous,Livable,Yes,67 € mensili,99,whole estate,40178041,,5,,10.0,
f94b12a3ef014b1fa787e41359d936ac,23/06/2018,"Via Lanzo 4,  Torino",,Yes,1,,excellent/refurbished,1,65m²,,,,Autonomous,,,,122,,-31752638,,2,,2.0,"Le Vallette, Lucento, Madonna di Campagna"
92b572bf9dff412a97ba900ff69dcc54,6/8/2019,"strada del durio,  Torino",,Yes,2,,to be refurbished,Ground floor,170m²,Unfurnished,1 car,Owner,Autonomous,Livable,,,310,whole estate,40153337,,4,Yes,3.0,
8550938e0c364b2fbd5a3edb478ee61b,5/8/2019,"Corso Principe Eugenio, 1,  Torino",,,1,,buono / abitabile,2,95m²,Unfurnished,no,Nothing,Communal,Livable,Yes,,210,whole estate,05VRG,,3,,5.0,
61c8b946bbb24a34a82ebc84c04b969c,24/06/2019,"Via Verolengo 45, Torino",,Yes,1,,excellent/refurbished,raised floor,65m²,Partly Furnished,no,Shared,Autonomous,Kitchenette,Yes,140 € mensili,130,whole estate,,,,Yes,,"Borgo Vittoria, Parco Dora"
573f73f4c747423aa543c440fd01b352,18/06/2019,"Via Valentino Carrera 119, Torino",,Yes,1,,to be refurbished,6,70m²,,,,Communal,Small kitchen,Yes,110 € mensili,110,whole estate,,,3,,6.0,"Pozzo Strada, Parella"
9100fe935e7642f5a1563b3b2b181470,20/06/2019,"strada settimo, 5,  Torino",,Yes,1,,to be refurbished,3,45m²,Unfurnished,no,Nothing,Communal,Livable,,,37,whole estate,40107690,,2,,4.0,"Regio Parco, Vanchiglia, Vanchiglietta"
92e4d970bde449128d52fdaebcf51b37,18/04/2018,"Via Vittoria Colonna,  Torino",,Yes,1,,buono / abitabile,1,84m²,,,Shared,Communal,Small kitchen,Yes,60 € mensili,85,whole estate,,,3,,4.0,"Aurora, Barriera di Milano, Rebaudengo"
33ecbd6b37654688a99ebf02cb13d396,22/06/2019,"via Vibò 66,  Torino",Yes,Yes,1,,excellent/refurbished,raised floor,75m²,Furnished,,,Autonomous,Livable,,55 € mensili,69,,LM-TO343 (2423327),,3,,5.0,"Borgo Vittoria, Parco Dora"
29952a0fd6e346fca87ecd40535d165f,31/07/2019,"strada BIASONI,  Torino",,Yes,2,,nuovo / in costruzione,last floor,140m²,Unfurnished,1 car,Shared,Autonomous,Livable,Yes,80 € mensili,280,whole estate,BIASONI,,5,Yes,4.0,"Barriera di Lanzo, Falchera, Barca, Bertolla"
7331e63ab105481fae2b8b030ba77a4b,27/05/2019,"Via Vincenzo Monti 12, Torino",,Yes,1,,buono / abitabile,2,90m²,solo cucina arredata,no,Nothing,Communal,Small kitchen,Yes,,195,whole estate,,,3,,5.0,
8bcb3424acac4d4eb8b6a1f58125fa2b,10/8/2019,"Via Fidia, 1216,  Torino",,,2,,,,118m²,,1 car,,Autonomous,Livable,,,225.5,,26085,,3,,,"Pozzo Strada, Parella"
a257df17960c43b489c3eba1ab0b8a67,22/07/2019,"Via Saorgio 72, Torino",,Yes,1,,,,61m²,,,,,Small kitchen,,,18.75,whole estate,,,2,,,"Borgo Vittoria, Parco Dora"
ebec14701ca4479b8e193b4cd60e0cb6,8/1/2019,"Via Silvio Pellico 1, Torino",,Yes,2,,buono / abitabile,5,160m²,Unfurnished,no,,Communal,Kitchenette,Yes,,420,whole estate,VIA SILVIO PELLICO,,3,Yes,6.0,San Salvario
0c087a55f711487fa68735fa7119a222,3/6/2019,"Via Giovanni Bovetti 6, Torino",,Yes,1,,buono / abitabile,5,101m²,Unfurnished,no,Nothing,Communal,Livable,Yes,,62,whole estate,00265401374/18ESLUbovettiTOLZ,Yes,4,,9.0,Mirafiori Sud
ef7d6619527f4a73a355c4cf48bce938,27/06/2019,"Via Nicola Fabrizi 73, Torino",,Yes,1,,buono / abitabile,2,80m²,Unfurnished,no,Nothing,Autonomous,Small kitchen,,92 € mensili,95,whole estate,21341002-803,,3,,4.0,"Pozzo Strada, Parella"
f415389564b343bb892b94214b9b9c66,1/8/2019,"Via Lomellina, 8,  Torino",,Yes,2,,excellent/refurbished,4,120m²,Unfurnished,1 car,Shared,Autonomous,Livable,Yes,117 € mensili,380,whole estate,RM1218,,4,Yes,4.0,"Madonna del Pilone, Sassi"
3efe8e8ab8f14c25831482b53b4bf930,10/8/2019,"Piazza Adriano, 12,  Torino",,,1,,excellent/refurbished,1,110m²,,no,,Communal,Kitchenette,Yes,225 € mensili,245,whole estate,2574,,4,,8.0,"Campidoglio, San Donato, Cit Turin"
86e3ecea696744aea7c6deeebac378dd,4/8/2019,"CORSO MASSIMO D AZEGLIO,  Torino",,Yes,2,,nuovo / in costruzione,3,150m²,,,,Communal,,Yes,,407,whole estate,190422_id_5411,,5,,8.0,
cefa355b68e24d2d9042c133d9b4a1cb,21/06/2019,"Via Giovanni Servais,  Torino",,Yes,2,,excellent/refurbished,1,175m²,Unfurnished,1 car,Shared,Communal,Livable,Yes,158 € mensili,329,,40181639,,>5,Yes,3.0,"Pozzo Strada, Parella"
70c9abc66b4e4cd7a0a5724ccf2f64a4,15/07/2019,"Corso Peschiera 265, Torino",,Yes,1,,excellent/refurbished,raised floor,30m²,Furnished,,,,,Yes,50 € mensili,48,whole estate,,,1,,10.0,"Pozzo Strada, Parella"
4ed040af5c5441d9a0ce23b5b84db2f9,10/8/2019,Torino,,Yes,2,,nuovo / in costruzione,6,107m²,,,,Communal,Livable,Yes,,205,whole estate,32351064-52,,4,,8.0,"Borgo Vittoria, Parco Dora"
98353b3915ec49268a31157a11494639,1/8/2019,"Via Omegna 25, Torino",,Yes,1,,excellent/refurbished,2,67m²,Unfurnished,no,Nothing,Communal,Livable,,83 € mensili,99,whole estate,Omegna103,,3,,4.0,"Pozzo Strada, Parella"
fdb24ad7179d44d6b9f3fbbb7e78fe07,23/05/2019,Torino,,Yes,2,,nuovo / in costruzione,Ground floor,158m²,Unfurnished,1 car,Shared,Communal,Livable,Yes,142 € mensili,398,whole estate,21802275,,4,,3.0,
2bb3a9771f944133b3525f4dbe53ce83,13/06/2019,"Via ELBA, 20,  Torino",,Yes,1,,excellent/refurbished,1,55m²,Unfurnished,,Nothing,Communal,Livable,,1 € mensili,83,whole estate,elba 20VRG,,2,,4.0,"Santa Rita, Mirafiori Nord"
416e8109a9664e678f8b367ac4409f29,24/07/2019,"corso Duca degli Abruzzi,  Torino",,Yes,1,,buono / abitabile,7,80m²,Unfurnished,,,Communal,Livable,Yes,55 € mensili,265,whole estate,Ottimo trilocale in piena Crocetta. (2527843),,3,Yes,9.0,
66a043e77fb746c3b7afbb5bcde9da81,24/07/2019,"via Lagrange 24,  Torino",Yes,Yes,1,,nuovo / in costruzione,6,88m²,Unfurnished,,Nothing,Communal,Livable,Yes,1 € mensili,700,whole estate,LAGRANGE6R2 (2561112),Yes,3,Yes,7.0,
29f97ddcefa742368498d94d4cc1b0fe,22/07/2019,"Via Stradella 76, Torino",,,1,,,,41m²,,,,,Livable,,,22.5,whole estate,,,2,,,"Borgo Vittoria, Parco Dora"
ca8eca9395fc4dd68f5e9f218687558f,31/12/2018,"Via Giuseppe Alby 8A, Torino",,Yes,3,,buono / abitabile,,450m²,Unfurnished,2+ cars,Owner,Autonomous,Livable,,,890,whole estate,VT161,,>5,Yes,2.0,"Cavoretto, Gran Madre"
56dea0344d734bb9830626715bda4a12,7/8/2019,"Via Duchessa Jolanda 9, Torino",Yes,Yes,2,,excellent/refurbished,5,130m²,,no,,Communal,Livable,Yes,90 € mensili,510,whole estate,,,3,Yes,5.0,"Campidoglio, San Donato, Cit Turin"
899a8aedc19e4000b510fdfd33756313,12/6/2019,"c. lecce, 49,  Torino",,Yes,1,,excellent/refurbished,4,80m²,Unfurnished,no,,Communal,Livable,Yes,125 € mensili,128,whole estate,alc_lecce.4803,,3,,5.0,"Pozzo Strada, Parella"
2a4ba091c5044d79adfdbfed471d3b7b,1/8/2019,Torino,,Yes,1,,buono / abitabile,raised floor,80m²,Unfurnished,no,Nothing,Communal,Livable,Yes,58 € mensili,170,whole estate,55115,,4,,5.0,"Campidoglio, San Donato, Cit Turin"
15c23cf52e7043f2a9a74ecab9b2cb3d,11/7/2019,"Corso Traiano 116, Torino",,Yes,2,,buono / abitabile,5,150m²,,,,Communal,Livable,Yes,2.000 € mensili,289,whole estate,Filadelfia02,,5,,9.0,Mirafiori Sud
23c596ea791a423a8ad4a78ab1617dc1,16/07/2019,"Corso Filippo Brunelleschi 133, Torino",,Yes,1,,to be refurbished,1,75m²,Unfurnished,,,Communal,Livable,Yes,75 € mensili,110,whole estate,,,3,,7.0,"Pozzo Strada, Parella"
097d93e62f284f3cb589f3b2a703a2ff,3/8/2019,"Corso Enrico Gamba 25, Torino",,Yes,2,,excellent/refurbished,9,100m²,Furnished,1 car,Shared,Autonomous,Livable,Yes,110 € mensili,335,whole estate,23e3VG105_gamba,,4,Yes,10.0,
6d9965c84303469f927bacac2da29277,17/07/2019,Torino,,Yes,1,,buono / abitabile,3,55m²,Unfurnished,,,Autonomous,A vista,,25 € mensili,90,,Bava 7,Yes,2,,4.0,Centro
22085a96c092484bbd162ef4ca2eea35,22/07/2019,"Via Lauro Rossi 36/12, Torino",,Yes,1,,,,72m²,,,,,Livable,,,32.475,whole estate,,,3,,,"Aurora, Barriera di Milano, Rebaudengo"
41bee9a504a9431eac84253523648ea8,25/07/2019,"Via Rivalta 30, Torino",,Yes,1,,excellent/refurbished,5,45m²,,no,Nothing,Autonomous,Kitchenette,Yes,,125,whole estate,1553110,,2,,6.0,"Borgo San Paolo, Cenisia"
7a08ca10276e4f7193022ef357aff552,10/8/2019,"Via Fidia , 12-16,  Torino",,,2,,,2,109m²,,1 car,Shared,Autonomous,,,,228.5,whole estate,12280 VIA FIDIA APP SUB 60 ex 13,,3,,3.0,"Pozzo Strada, Parella"
ea918077603341608263e06eac19f5d7,7/8/2019,"via Plana 3,  Torino",,Yes,2,,excellent/refurbished,2,230m²,,,,Communal,,Yes,200 € mensili,620,whole estate,Plana (2445331),,>5,,3.0,
66448536e2bc468f9615bb184f5ab3e0,1/8/2019,"via Barletta 150,  Torino",,,2,,nuovo / in costruzione,last floor,110m²,Unfurnished,,Shared,Communal,Livable,Yes,,460,whole estate,Le Matine B 110-5 (2100903),,4,,5.0,
63fb0834fa3c45fcb3df30eaddbfdd9b,19/06/2019,"via Galliari,  Torino",,Yes,1,,buono / abitabile,last floor,90m²,,no,Nothing,Autonomous,Small kitchen,,,119,,77/19 (2535170),,4,,2.0,
d41b661df7ad474aab29b9b7455b65ca,5/6/2019,"Via Germagnano 1, Torino",,Yes,1,,excellent/refurbished,3,110m²,Unfurnished,no,Shared,Communal,Livable,,50 € mensili,110,whole estate,GERMAG120000,,4,,3.0,"Barriera di Lanzo, Falchera, Barca, Bertolla"
